Age,Pclass,Ticket,Sibsp,Parch,Sex_female,Sex_male,Log_Fare,Embark_Town_Cherbourg,Embark_Town_Queenstown,Embark_Town_Southampton,Survived
18.0,3.0,2.0,1.0,0.0,1.0,0.0,2.9444389791664403,1.0,0.0,0.0,0.0
14.0,3.0,2.0,1.0,0.0,1.0,0.0,2.5048481563289,0.0,0.0,1.0,1.0
40.0,3.0,1.0,1.0,0.0,1.0,0.0,2.348991465808201,0.0,0.0,1.0,0.0
27.0,2.0,2.0,0.0,0.0,1.0,0.0,3.091042453358316,1.0,0.0,0.0,0.0
36.333333333333336,3.0,1.0,1.0,2.0,0.0,1.0,2.1855792552411137,1.0,0.0,0.0,0.0
3.0,2.0,3.0,0.0,0.0,1.0,0.0,3.751365871125377,0.0,1.0,0.0,1.0
19.0,3.0,1.0,0.0,0.0,1.0,0.0,2.1837114628556327,0.0,0.0,1.0,1.0
38.99999999999999,3.0,1.0,1.0,0.0,0.0,1.0,2.2027647577118348,0.0,1.0,0.0,0.0
26.666666666666664,3.0,1.0,0.0,0.0,0.0,1.0,2.803360380906535,0.0,1.0,0.0,0.0
36.66666666666667,3.0,1.0,2.0,0.0,1.0,0.0,2.169053700369523,1.0,0.0,0.0,1.0
29.666666666666668,3.0,1.0,1.0,0.0,0.0,1.0,3.121448204868825,0.0,0.0,1.0,0.0
18.0,3.0,2.0,4.0,1.0,1.0,0.0,2.9338568698359038,0.0,0.0,1.0,0.0
7.0,3.0,6.0,0.0,0.0,0.0,1.0,3.705920919968788,0.0,0.0,1.0,0.0
21.0,3.0,1.0,1.0,0.0,0.0,1.0,2.174751721484161,1.0,0.0,0.0,0.0
49.0,1.0,3.0,1.0,0.0,1.0,0.0,4.353230991152628,0.0,0.0,1.0,1.0
29.000000000000004,2.0,1.0,0.0,1.0,1.0,0.0,3.295836866004329,1.0,0.0,0.0,1.0
42.666666666666664,1.0,1.0,0.0,0.0,0.0,1.0,3.597312260588446,0.0,0.0,1.0,1.0
21.0,2.0,1.0,0.0,0.0,1.0,0.0,2.4423470353692043,1.0,0.0,0.0,1.0
28.5,3.0,1.0,1.0,2.0,0.0,1.0,2.1076888046179385,0.0,0.0,1.0,0.0
5.0,2.0,3.0,5.0,2.0,1.0,0.0,3.3586377672433594,0.0,0.0,1.0,1.0
10.999999999999998,3.0,6.0,0.0,0.0,0.0,1.0,3.869115504416869,1.0,0.0,0.0,0.0
21.999999999999996,3.0,1.0,0.0,0.0,0.0,1.0,2.1076888046179385,0.0,0.0,0.0,0.0
38.0,1.0,2.0,1.0,0.0,1.0,0.0,4.394449154672439,0.0,0.0,1.0,1.0
45.0,1.0,2.0,3.0,2.0,0.0,1.0,4.436455632600354,0.0,0.0,1.0,0.0
4.0,3.0,6.0,0.0,0.0,0.0,1.0,3.3638415951183864,1.0,0.0,0.0,0.0
47.0,1.0,1.0,1.0,1.0,0.0,1.0,3.3576215989452787,1.0,0.0,0.0,0.0
9.666666666666666,3.0,2.0,0.0,0.0,0.0,1.0,2.7878344138303452,0.0,0.0,1.0,1.0
29.000000000000004,2.0,1.0,0.0,0.0,1.0,0.0,2.4423470353692043,0.0,0.0,1.0,1.0
19.0,3.0,1.0,4.0,2.0,0.0,1.0,2.2146605719425225,0.0,0.0,1.0,0.0
17.0,3.0,1.0,2.0,0.0,1.0,0.0,2.188856327665703,0.0,0.0,1.0,1.0
26.0,3.0,1.0,0.0,0.0,0.0,1.0,2.2682524139135403,0.0,0.0,1.0,0.0
32.0,2.0,1.0,5.0,2.0,0.0,1.0,2.4423470353692043,0.0,0.0,1.0,0.0
16.0,3.0,6.0,0.0,0.0,1.0,0.0,3.869115504416869,0.0,0.0,1.0,0.0
21.0,2.0,5.0,1.0,0.0,0.0,1.0,4.310799125385514,1.0,0.0,0.0,0.0
26.0,3.0,1.0,0.0,0.0,0.0,1.0,2.737880811060884,0.0,0.0,1.0,0.0
32.0,3.0,6.999999999999999,0.0,0.0,0.0,1.0,4.05171190165724,0.0,0.0,1.0,1.0
25.0,3.0,1.0,0.0,0.0,0.0,1.0,2.157559320943788,0.0,0.0,1.0,0.0
33.666666666666664,3.0,1.0,0.0,0.0,0.0,1.0,2.1855792552411137,0.0,0.0,1.0,0.0
37.833333333333336,3.0,1.0,0.0,2.0,0.0,1.0,2.2027647577118348,0.0,0.0,1.0,0.0
0.83,2.0,2.0,0.0,0.0,0.0,1.0,3.4011973816621555,0.0,0.0,1.0,1.0
30.0,3.0,2.0,0.0,0.0,1.0,0.0,2.600836116795061,0.0,0.0,1.0,1.0
21.999999999999996,3.0,1.0,0.0,0.0,0.0,1.0,2.302585092994046,0.0,0.0,1.0,0.0
29.000000000000004,3.0,1.0,0.0,0.0,0.0,1.0,2.3513752571634776,0.0,1.0,0.0,1.0
20.0,3.0,1.0,0.0,0.0,1.0,0.0,2.1733302571367834,0.0,0.0,1.0,1.0
28.0,1.0,1.0,0.0,0.0,0.0,1.0,3.873282177111716,0.0,0.0,1.0,0.0
17.0,2.0,1.0,3.0,0.0,1.0,0.0,2.4423470353692043,0.0,0.0,1.0,1.0
33.0,3.0,2.0,1.0,3.0,1.0,0.0,2.8243506567983707,0.0,0.0,1.0,1.0
16.0,3.0,4.0,0.0,0.0,0.0,1.0,3.5660053559634015,0.0,0.0,1.0,0.0
26.66666666666667,3.0,1.0,3.0,2.0,0.0,1.0,2.2027647577118348,0.0,0.0,1.0,0.0
23.000000000000004,1.0,4.0,0.0,0.0,1.0,0.0,5.575949103146316,0.0,0.0,1.0,1.0
24.0,3.0,1.0,0.0,0.0,0.0,1.0,2.2027647577118348,0.0,0.0,1.0,0.0
29.000000000000004,3.0,1.0,0.0,0.0,0.0,1.0,2.2027647577118348,0.0,0.0,1.0,0.0
20.0,3.0,1.0,1.0,0.0,0.0,1.0,2.180891922715322,0.0,0.0,1.0,0.0
46.00000000000001,1.0,1.0,1.0,2.0,0.0,1.0,4.1299529896894684,0.0,0.0,1.0,0.0
26.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0715352369694915,0.0,0.0,1.0,0.0
59.0,3.0,1.0,0.0,0.0,0.0,1.0,2.1102132003465894,0.0,0.0,1.0,0.0
28.0,3.0,1.0,0.0,0.0,0.0,1.0,2.2027647577118348,1.0,0.0,0.0,0.0
23.000000000000004,1.0,1.0,0.0,1.0,0.0,1.0,4.164465907853638,0.0,0.0,1.0,1.0
34.0,2.0,2.0,1.0,0.0,1.0,0.0,3.1780538303479458,0.0,0.0,1.0,1.0
34.0,2.0,2.0,0.0,0.0,0.0,1.0,3.295836866004329,0.0,0.0,1.0,0.0
28.0,3.0,1.0,0.0,0.0,1.0,0.0,2.1855792552411137,0.0,0.0,1.0,0.0
28.666666666666664,3.0,1.0,0.0,1.0,0.0,1.0,2.1855792552411137,0.0,0.0,1.0,0.0
21.0,1.0,2.0,0.0,0.0,0.0,1.0,4.360387947851531,0.0,0.0,1.0,0.0
33.0,3.0,1.0,2.0,0.0,0.0,1.0,2.267393053825037,0.0,0.0,1.0,0.0
37.0,3.0,1.0,0.0,0.0,0.0,1.0,2.188856327665703,0.0,0.0,1.0,0.0
28.0,3.0,1.0,0.0,0.0,0.0,1.0,2.1855792552411137,0.0,0.0,1.0,0.0
21.0,3.0,1.0,0.0,0.0,1.0,0.0,2.157559320943788,0.0,0.0,1.0,1.0
30.000000000000007,3.0,1.0,0.0,0.0,0.0,1.0,2.1719067693519296,0.0,0.0,1.0,1.0
38.0,3.0,1.0,1.0,0.0,0.0,1.0,2.1855792552411137,0.0,1.0,0.0,0.0
2.25,3.0,3.0,0.0,0.0,1.0,0.0,3.224857896545748,0.0,0.0,1.0,1.0
47.0,1.0,2.0,1.0,0.0,0.0,1.0,3.9702919135521215,1.0,0.0,0.0,0.0
14.500000000000002,3.0,2.0,0.0,0.0,1.0,0.0,2.737880811060884,0.0,0.0,1.0,0.0
21.999999999999996,3.0,1.0,1.0,0.0,0.0,1.0,2.2027647577118348,0.0,0.0,1.0,0.0
20.0,3.0,1.0,0.0,0.0,1.0,0.0,2.3818582738885534,1.0,0.0,0.0,0.0
17.0,3.0,2.0,0.0,0.0,1.0,0.0,2.738146075922933,0.0,0.0,1.0,0.0
21.0,3.0,1.0,0.0,0.0,0.0,1.0,2.188856327665703,0.0,1.0,0.0,0.0
29.000000000000004,2.0,2.0,0.0,1.0,0.0,1.0,3.091042453358316,1.0,0.0,0.0,0.0
24.0,1.0,2.0,4.0,2.0,0.0,1.0,5.515526544247129,0.0,0.0,1.0,0.0
2.0,3.0,6.999999999999999,2.0,0.0,1.0,0.0,3.4742929367327062,0.0,0.0,1.0,0.0
21.0,2.0,5.0,0.0,0.0,0.0,1.0,4.310799125385514,0.0,0.0,1.0,0.0
30.333333333333336,3.0,1.0,1.0,0.0,0.0,1.0,2.2027647577118348,1.0,0.0,0.0,0.0
32.5,2.0,2.0,0.0,0.0,0.0,1.0,3.4362684713837415,0.0,0.0,1.0,0.0
32.5,2.0,1.0,0.0,1.0,1.0,0.0,2.6390573296152584,0.0,0.0,1.0,1.0
54.0,1.0,2.0,1.0,0.0,0.0,1.0,4.360387947851531,1.0,0.0,0.0,0.0
12.0,3.0,2.0,0.0,0.0,0.0,1.0,2.5048481563289,0.0,1.0,0.0,1.0
42.16666666666667,3.0,1.0,0.0,0.0,0.0,1.0,2.169053700369523,0.0,0.0,1.0,0.0
24.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0969990034181696,1.0,0.0,0.0,1.0
9.666666666666666,3.0,2.0,0.0,0.0,1.0,0.0,3.1509523813392697,0.0,0.0,1.0,1.0
45.0,3.0,1.0,0.0,0.0,0.0,1.0,2.076311648670908,1.0,0.0,0.0,0.0
33.0,3.0,1.0,0.0,0.0,0.0,1.0,2.1855792552411137,0.0,0.0,1.0,0.0
20.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0856720914304723,0.0,0.0,1.0,0.0
47.0,3.0,1.0,1.0,0.0,1.0,0.0,2.740840023925201,0.0,0.0,1.0,0.0
29.000000000000004,2.0,1.0,0.0,0.0,1.0,0.0,3.295836866004329,0.0,0.0,1.0,1.0
25.0,2.0,1.0,0.0,0.0,0.0,1.0,2.6390573296152584,1.0,0.0,0.0,0.0
23.000000000000004,2.0,1.0,0.0,2.0,0.0,1.0,2.775447133088262,0.0,0.0,1.0,0.0
19.0,1.0,1.0,1.0,0.0,1.0,0.0,3.30627479340119,0.0,0.0,1.0,1.0
37.0,1.0,2.0,0.0,0.0,0.0,1.0,3.9908341858524357,0.0,0.0,1.0,0.0
16.0,3.0,2.0,0.0,0.0,0.0,1.0,2.3240236363515288,1.0,0.0,0.0,0.0
24.0,1.0,2.0,0.0,2.0,0.0,1.0,4.384523514872469,1.0,0.0,0.0,0.0
21.166666666666668,3.0,2.0,0.0,0.0,1.0,0.0,2.7878344138303452,0.0,0.0,1.0,0.0
21.999999999999996,3.0,1.0,1.0,0.0,1.0,0.0,2.169053700369523,0.0,0.0,1.0,1.0
24.0,3.0,2.0,0.0,0.0,1.0,0.0,2.8243506567983707,0.0,1.0,0.0,1.0
19.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0476928433652555,0.0,0.0,1.0,0.0
18.0,2.0,1.0,1.0,1.0,0.0,1.0,2.5257286443082556,0.0,0.0,1.0,0.0
19.0,2.0,2.0,0.0,0.0,0.0,1.0,3.6309854756950335,0.0,0.0,1.0,0.0
27.0,3.0,1.0,2.0,2.0,0.0,1.0,2.174274334826008,0.0,0.0,1.0,1.0
9.0,3.0,4.0,0.0,2.0,1.0,0.0,3.5660053559634015,0.0,0.0,1.0,0.0
36.5,2.0,3.0,0.0,0.0,0.0,1.0,3.295836866004329,0.0,0.0,1.0,0.0
42.0,2.0,1.0,0.0,0.0,0.0,1.0,2.6390573296152584,0.0,0.0,1.0,0.0
50.99999999999999,2.0,1.0,1.0,0.0,0.0,1.0,2.6045398247325453,0.0,0.0,1.0,0.0
21.999999999999996,1.0,2.0,0.0,0.0,1.0,0.0,4.213607983048918,0.0,0.0,1.0,1.0
55.50000000000001,3.0,1.0,0.0,2.0,0.0,1.0,2.2027647577118348,0.0,0.0,1.0,0.0
40.5,3.0,1.0,0.0,0.0,0.0,1.0,2.740840023925201,0.0,0.0,1.0,0.0
36.333333333333336,3.0,1.0,0.0,1.0,0.0,1.0,2.1177604059819726,1.0,0.0,0.0,0.0
50.99999999999999,1.0,1.0,0.0,0.0,0.0,1.0,4.133231886474144,0.0,1.0,0.0,0.0
16.0,3.0,1.0,0.0,0.0,1.0,0.0,2.167143305297764,0.0,0.0,1.0,1.0
30.0,3.0,1.0,0.0,0.0,0.0,1.0,2.2027647577118348,0.0,0.0,1.0,0.0
30.000000000000007,3.0,1.0,8.0,2.0,0.0,1.0,2.2682524139135403,0.0,0.0,1.0,0.0
23.666666666666664,3.0,6.999999999999999,0.0,1.0,0.0,1.0,4.256321678298823,0.0,0.0,1.0,0.0
43.99999999999999,3.0,1.0,0.0,0.0,0.0,1.0,2.8390784635086144,0.0,0.0,1.0,0.0
40.0,2.0,1.0,0.0,0.0,1.0,0.0,2.8183982582710754,0.0,0.0,1.0,1.0
26.0,3.0,1.0,0.0,0.0,0.0,1.0,2.1719067693519296,0.0,0.0,1.0,0.0
17.0,3.0,1.0,4.0,1.0,0.0,1.0,2.2682524139135403,0.0,0.0,1.0,0.0
1.0,3.0,6.0,0.0,2.0,0.0,1.0,3.705920919968788,0.0,0.0,1.0,0.0
9.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0692150503137943,0.0,0.0,1.0,1.0
27.0,1.0,2.0,1.0,4.0,1.0,0.0,4.02535169073515,0.0,0.0,1.0,1.0
45.0,3.0,6.0,0.0,0.0,1.0,0.0,3.3638415951183864,0.0,0.0,1.0,0.0
54.99999999999999,1.0,1.0,0.0,0.0,0.0,1.0,3.2930552230424524,0.0,0.0,1.0,0.0
28.0,3.0,6.999999999999999,0.0,0.0,0.0,1.0,4.05171190165724,0.0,0.0,1.0,0.0
61.0,1.0,1.0,4.0,1.0,0.0,1.0,3.5409593240373143,0.0,1.0,0.0,0.0
4.0,3.0,5.0,1.0,1.0,0.0,1.0,3.405355391810819,0.0,0.0,1.0,0.0
1.0,3.0,3.0,0.0,0.0,1.0,0.0,2.495953738718064,0.0,0.0,1.0,1.0
21.0,3.0,1.0,0.0,0.0,0.0,1.0,2.188856327665703,1.0,0.0,0.0,0.0
56.0,1.0,1.0,1.0,1.0,0.0,1.0,3.4561841799918147,0.0,0.0,1.0,0.0
18.0,3.0,1.0,3.0,1.0,0.0,1.0,2.180891922715322,0.0,0.0,1.0,0.0
20.333333333333332,3.0,4.0,0.0,0.0,0.0,1.0,3.275887339030031,1.0,0.0,0.0,0.0
50.0,1.0,1.0,0.0,0.0,1.0,0.0,3.3915678326863126,0.0,0.0,1.0,0.0
30.0,2.0,1.0,0.0,0.0,0.0,1.0,2.6390573296152584,0.0,0.0,1.0,0.0
36.0,3.0,4.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40.00000000000001,3.0,6.999999999999999,0.0,0.0,1.0,0.0,4.256321678298823,1.0,0.0,0.0,0.0
42.0,2.0,1.0,4.0,2.0,0.0,1.0,2.775708849576025,0.0,0.0,1.0,0.0
9.0,3.0,4.0,2.0,1.0,0.0,1.0,3.477772545888228,0.0,0.0,1.0,0.0
1.0,2.0,2.0,0.0,2.0,0.0,1.0,3.6888794541139367,0.0,0.0,1.0,1.0
4.0,3.0,1.0,0.0,0.0,1.0,0.0,3.1365805821413706,0.0,0.0,1.0,1.0
43.666666666666664,1.0,1.0,1.0,0.0,0.0,1.0,3.9318256327243257,0.0,1.0,0.0,0.0
9.666666666666666,3.0,2.0,0.0,0.0,1.0,0.0,2.803360380906535,0.0,0.0,1.0,1.0
45.0,1.0,1.0,1.0,1.0,0.0,1.0,3.316002535598923,0.0,1.0,0.0,1.0
40.0,3.0,2.0,0.0,0.0,0.0,1.0,2.803360380906535,0.0,0.0,1.0,0.0
36.0,3.0,1.0,0.0,0.0,0.0,1.0,2.1855792552411137,0.0,0.0,1.0,0.0
32.0,2.0,1.0,0.0,0.0,1.0,0.0,2.6390573296152584,0.0,0.0,1.0,1.0
19.0,2.0,1.0,1.0,0.0,0.0,1.0,2.6390573296152584,0.0,0.0,1.0,0.0
19.0,3.0,1.0,1.0,1.0,1.0,0.0,2.180891922715322,0.0,0.0,1.0,1.0
3.0,2.0,3.0,0.0,0.0,0.0,1.0,3.295836866004329,1.0,0.0,0.0,1.0
43.99999999999999,1.0,1.0,0.0,0.0,1.0,0.0,3.3576215989452787,1.0,0.0,0.0,1.0
58.00000000000001,1.0,2.0,0.0,0.0,1.0,0.0,4.993969182787072,0.0,1.0,0.0,1.0
28.666666666666664,3.0,1.0,0.0,1.0,0.0,1.0,2.169053700369523,0.0,0.0,1.0,0.0
42.0,3.0,1.0,0.0,0.0,0.0,1.0,2.2411563979973974,0.0,1.0,0.0,0.0
20.0,3.0,1.0,0.0,0.0,1.0,0.0,2.169053700369523,0.0,0.0,1.0,1.0
24.0,2.0,1.0,0.0,0.0,1.0,0.0,2.6390573296152584,0.0,0.0,1.0,0.0
28.0,3.0,1.0,8.0,2.0,0.0,1.0,2.3513752571634776,0.0,0.0,1.0,0.0
23.666666666666664,3.0,6.999999999999999,0.0,0.0,0.0,1.0,4.256321678298823,0.0,0.0,1.0,0.0
34.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0143428636837015,1.0,0.0,0.0,0.0
45.5,3.0,1.0,0.0,0.0,0.0,1.0,2.1071782966514356,0.0,0.0,1.0,0.0
18.0,3.0,1.0,0.0,1.0,0.0,1.0,2.2027647577118348,0.0,0.0,1.0,1.0
2.0,3.0,2.0,1.0,0.0,1.0,0.0,2.4390808375825834,0.0,0.0,1.0,0.0
32.0,3.0,2.0,0.0,0.0,0.0,1.0,2.8243506567983707,1.0,0.0,0.0,0.0
26.0,3.0,2.0,0.0,0.0,0.0,1.0,2.9850504252071306,0.0,1.0,0.0,1.0
16.0,3.0,1.0,0.0,0.0,1.0,0.0,2.169053700369523,1.0,0.0,0.0,1.0
40.0,1.0,1.0,0.0,0.0,0.0,1.0,3.465735902799727,0.0,0.0,1.0,1.0
24.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0856720914304723,0.0,0.0,1.0,0.0
35.0,2.0,1.0,0.0,0.0,1.0,0.0,3.091042453358316,0.0,0.0,1.0,1.0
21.999999999999996,3.0,1.0,0.0,0.0,0.0,1.0,2.1102132003465894,0.0,0.0,1.0,0.0
30.0,2.0,1.0,1.0,0.0,0.0,1.0,2.6390573296152584,0.0,1.0,0.0,0.0
30.333333333333336,3.0,1.0,1.0,0.0,0.0,1.0,2.169053700369523,1.0,0.0,0.0,0.0
31.0,1.0,3.0,0.0,0.0,1.0,0.0,4.738607824217808,0.0,0.0,1.0,1.0
27.0,3.0,1.0,1.0,0.0,1.0,0.0,2.188856327665703,0.0,0.0,1.0,1.0
42.0,2.0,2.0,0.0,0.0,0.0,1.0,3.3322045101752042,1.0,0.0,0.0,0.0
32.0,1.0,1.0,0.0,0.0,1.0,0.0,4.347586575960343,0.0,0.0,1.0,1.0
30.0,2.0,1.0,0.0,0.0,0.0,1.0,2.4423470353692043,0.0,0.0,1.0,0.0
16.0,3.0,1.0,0.0,0.0,0.0,1.0,2.2027647577118348,0.0,0.0,1.0,1.0
27.0,2.0,1.0,0.0,0.0,0.0,1.0,2.6390573296152584,0.0,0.0,1.0,0.0
50.99999999999999,3.0,1.0,0.0,0.0,0.0,1.0,2.2027647577118348,0.0,0.0,1.0,0.0
22.666666666666668,3.0,1.0,1.0,0.0,0.0,1.0,2.1855792552411137,0.0,0.0,1.0,0.0
38.0,1.0,2.0,0.0,0.0,0.0,1.0,4.51085950651685,0.0,0.0,1.0,1.0
21.999999999999996,3.0,1.0,0.0,0.0,0.0,1.0,2.336986519711378,0.0,0.0,1.0,0.0
19.0,2.0,1.0,0.0,0.0,0.0,1.0,2.4423470353692043,0.0,0.0,1.0,1.0
20.5,3.0,1.0,0.0,0.0,0.0,1.0,2.1102132003465894,0.0,0.0,1.0,0.0
18.0,2.0,1.0,3.0,1.0,0.0,1.0,2.6390573296152584,0.0,0.0,1.0,0.0
36.66666666666667,3.0,4.0,1.0,0.0,1.0,0.0,3.275887339030031,0.0,0.0,1.0,0.0
35.0,1.0,2.0,0.0,0.0,1.0,0.0,4.436455632600354,0.0,0.0,1.0,1.0
29.000000000000004,3.0,1.0,0.0,0.0,0.0,1.0,2.1719067693519296,0.0,0.0,1.0,0.0
59.0,2.0,1.0,4.0,2.0,0.0,1.0,2.6741486494265287,0.0,0.0,1.0,0.0
5.0,3.0,4.0,0.0,0.0,1.0,0.0,3.477772545888228,0.0,0.0,1.0,1.0
24.0,2.0,1.0,0.0,0.0,0.0,1.0,2.4423470353692043,0.0,0.0,1.0,0.0
27.0,3.0,1.0,1.0,0.0,1.0,0.0,2.145931282948669,0.0,0.0,1.0,0.0
43.99999999999999,2.0,1.0,0.0,2.0,0.0,1.0,3.295836866004329,0.0,0.0,1.0,0.0
8.0,2.0,3.0,0.0,0.0,1.0,0.0,3.3050535211092535,0.0,0.0,1.0,1.0
19.0,2.0,1.0,0.0,0.0,0.0,1.0,2.4423470353692043,0.0,0.0,1.0,0.0
33.0,2.0,1.0,1.0,0.0,0.0,1.0,2.5858825671280026,1.0,0.0,0.0,0.0
23.166666666666668,3.0,2.0,1.0,0.0,1.0,0.0,2.737880811060884,0.0,1.0,0.0,0.0
9.666666666666666,3.0,2.0,0.0,0.0,1.0,0.0,2.803360380906535,0.0,0.0,1.0,1.0
29.000000000000004,2.0,1.0,0.0,0.0,0.0,1.0,2.4423470353692043,0.0,0.0,1.0,0.0
21.999999999999996,3.0,1.0,0.0,0.0,0.0,1.0,2.094945728215801,1.0,0.0,0.0,0.0
30.0,3.0,1.0,2.0,0.0,0.0,1.0,2.1071782966514356,0.0,1.0,0.0,0.0
43.99999999999999,1.0,2.0,0.0,0.0,0.0,1.0,4.51085950651685,0.0,0.0,1.0,0.0
25.0,3.0,1.0,0.0,2.0,1.0,0.0,2.1719067693519296,0.0,0.0,1.0,0.0
24.0,2.0,2.0,1.0,1.0,1.0,0.0,2.740840023925201,0.0,0.0,1.0,1.0
37.0,1.0,2.0,1.0,0.0,0.0,1.0,3.9806942251907276,0.0,0.0,1.0,1.0
54.0,2.0,2.0,0.0,0.0,0.0,1.0,3.295836866004329,0.0,0.0,1.0,0.0
37.333333333333336,3.0,1.0,1.0,1.0,0.0,1.0,2.1102132003465894,0.0,0.0,1.0,0.0
29.000000000000004,3.0,2.0,0.0,0.0,1.0,0.0,2.4390808375825834,0.0,0.0,1.0,0.0
62.0,1.0,1.0,1.0,0.0,0.0,1.0,3.316002535598923,0.0,0.0,1.0,0.0
30.0,3.0,2.0,0.0,2.0,0.0,1.0,2.8390784635086144,0.0,0.0,1.0,0.0
41.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0545906305603445,1.0,0.0,0.0,0.0
29.000000000000004,3.0,1.0,0.0,0.0,1.0,0.0,2.7878344138303452,1.0,0.0,0.0,1.0
36.33333333333333,1.0,1.0,0.0,0.0,1.0,0.0,4.384523514872469,0.0,0.0,1.0,1.0
30.0,1.0,3.0,0.0,0.0,1.0,0.0,4.471638793363569,1.0,0.0,0.0,1.0
35.0,1.0,3.0,0.0,1.0,1.0,0.0,6.240917354759096,0.0,0.0,1.0,1.0
50.0,2.0,2.0,0.0,0.0,1.0,0.0,3.295836866004329,0.0,1.0,0.0,1.0
27.33333333333334,3.0,1.0,4.0,2.0,0.0,1.0,2.169053700369523,0.0,0.0,1.0,0.0
